source_file,filename,status,task,baseline,query_variant,query_template,detector,target_source,stressor,level,seed,success,failure_type,target_error_l2,query_used,selected_detection_label,selected_detection_is_target,selection_failure_reason,grounding_dino_target_iou,grounding_dino_score,has_grounding_dino_debug,num_detections,num_candidate_detections,center_error_2d_px
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_grounding_dino__same_shape_distractor_L3__seed91__q-object_label.json,PickSingleYCB__crop_median_depth_grounding_dino__same_shape_distractor_L3__seed91__q-object_label.json,ok,PickSingleYCB,crop_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_median_depth,same_shape_distractor,3,91,False,wrong_detection_selected,0.40187224330743543,target object,target object,False,,0.0,0.4925624132156372,True,2,2,51.50242712727236
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L3__seed104__q-generic.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L3__seed104__q-generic.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,generic,target object,metadata query-aware,crop_trimmed_median_depth,same_shape_distractor,3,104,True,success,0.05303648886815148,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L0__seed91__q-object_label.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L0__seed91__q-object_label.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_trimmed_median_depth,depth_sparsity,0,91,True,success,0.038190154703796095,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__same_color_distractor_L0__seed95__q-label_phrase.json,PickClutterYCB__crop_median_depth_query_aware__same_color_distractor_L0__seed95__q-label_phrase.json,ok,PickClutterYCB,crop_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_median_depth,same_color_distractor,0,95,False,target_error_too_large,0.0879688681723734,the target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__same_shape_distractor_L3__seed94__q-object_label.json,PickSingleYCB__crop_median_depth_query_aware__same_shape_distractor_L3__seed94__q-object_label.json,ok,PickSingleYCB,crop_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_median_depth,same_shape_distractor,3,94,False,target_error_too_large,0.08776963742311007,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__same_shape_distractor_L3__seed91__q-object_label.json,PickClutterYCB__crop_median_depth_query_aware__same_shape_distractor_L3__seed91__q-object_label.json,ok,PickClutterYCB,crop_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_median_depth,same_shape_distractor,3,91,False,target_error_too_large,0.10256726969298745,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L3__seed104__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L3__seed104__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,same_color_distractor,3,104,False,wrong_detection_selected,0.4225609632918331,the target object,the target object,False,,0.0,0.5835874676704407,True,2,2,58.67282164682384
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__same_shape_distractor_L0__seed101__q-label_phrase.json,PickClutterYCB__crop_median_depth_query_aware__same_shape_distractor_L0__seed101__q-label_phrase.json,ok,PickClutterYCB,crop_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_median_depth,same_shape_distractor,0,101,True,success,0.05277847869093977,the target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_grounding_dino__depth_sparsity_L0__seed104__q-label_phrase.json,PickSingleYCB__crop_median_depth_grounding_dino__depth_sparsity_L0__seed104__q-label_phrase.json,ok,PickSingleYCB,crop_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_median_depth,depth_sparsity,0,104,False,wrong_detection_selected,0.4225609632918331,the target object,the target object,False,,0.0,0.5835874676704407,True,1,1,58.67282164682384
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_grounding_dino__partial_target_occlusion_L0__seed102__q-category.json,PickClutterYCB__crop_median_depth_grounding_dino__partial_target_occlusion_L0__seed102__q-category.json,ok,PickClutterYCB,crop_median_depth_grounding_dino,category,{target_category},GroundingDINO,crop_median_depth,partial_target_occlusion,0,102,False,wrong_detection_selected,0.304868337209928,object,object,False,,0.0,0.5949789881706238,True,1,1,50.695167422546305
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L0__seed103__q-object_label.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L0__seed103__q-object_label.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_trimmed_median_depth,same_shape_distractor,0,103,True,success,0.07960761804631124,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__same_color_distractor_L3__seed94__q-object_label.json,PickClutterYCB__crop_median_depth_query_aware__same_color_distractor_L3__seed94__q-object_label.json,ok,PickClutterYCB,crop_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_median_depth,same_color_distractor,3,94,False,target_error_too_large,0.09313830190584099,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__same_shape_distractor_L0__seed95__q-label_phrase.json,PickSingleYCB__crop_median_depth_query_aware__same_shape_distractor_L0__seed95__q-label_phrase.json,ok,PickSingleYCB,crop_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_median_depth,same_shape_distractor,0,95,True,success,0.07121830720466067,the target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L3__seed95__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L3__seed95__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,same_color_distractor,3,95,False,wrong_detection_selected,0.4933314007675375,the target object,the target object,False,,0.0,0.605111837387085,True,2,2,52.773099207835045
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L3__seed92__q-generic.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L3__seed92__q-generic.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,generic,target object,metadata query-aware,crop_trimmed_median_depth,depth_sparsity,3,92,True,success,0.03741596595019756,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_grounding_dino__same_shape_distractor_L0__seed94__q-object_label.json,PickClutterYCB__crop_median_depth_grounding_dino__same_shape_distractor_L0__seed94__q-object_label.json,ok,PickClutterYCB,crop_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_median_depth,same_shape_distractor,0,94,False,wrong_detection_selected,0.17456646948610222,target object,target object,False,,0.0575834544607515,0.4478600025177002,True,2,2,32.07023542164915
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L0__seed98__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L0__seed98__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_trimmed_median_depth,partial_target_occlusion,0,98,True,success,0.061112514245048676,the target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_grounding_dino__partial_target_occlusion_L3__seed90__q-category.json,PickSingleYCB__crop_median_depth_grounding_dino__partial_target_occlusion_L3__seed90__q-category.json,ok,PickSingleYCB,crop_median_depth_grounding_dino,category,{target_category},GroundingDINO,crop_median_depth,partial_target_occlusion,3,90,False,wrong_detection_selected,0.42097470539937676,object,object,False,,0.0,0.673322856426239,True,1,1,47.5
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__partial_target_occlusion_L0__seed97__q-object_label.json,PickSingleYCB__crop_median_depth_query_aware__partial_target_occlusion_L0__seed97__q-object_label.json,ok,PickSingleYCB,crop_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_median_depth,partial_target_occlusion,0,97,True,success,0.03941841764723906,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__depth_sparsity_L3__seed92__q-generic.json,PickClutterYCB__crop_median_depth_query_aware__depth_sparsity_L3__seed92__q-generic.json,ok,PickClutterYCB,crop_median_depth_query_aware,generic,target object,metadata query-aware,crop_median_depth,depth_sparsity,3,92,True,success,0.055865835935875734,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L3__seed91__q-object_label.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L3__seed91__q-object_label.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_trimmed_median_depth,depth_sparsity,3,91,False,wrong_detection_selected,0.40187224330743543,target object,target object,False,,0.0,0.4925624132156372,True,1,1,51.50242712727236
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L0__seed96__q-category.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L0__seed96__q-category.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,category,{target_category},metadata query-aware,crop_trimmed_median_depth,partial_target_occlusion,0,96,True,success,0.07543772217644477,object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L3__seed92__q-generic.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L3__seed92__q-generic.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,generic,target object,metadata query-aware,crop_trimmed_median_depth,partial_target_occlusion,3,92,True,success,0.06340603156876938,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__same_color_distractor_L0__seed90__q-category.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__same_color_distractor_L0__seed90__q-category.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,category,{target_category},metadata query-aware,crop_trimmed_median_depth,same_color_distractor,0,90,True,success,0.06455179514656506,object,red target distractor,False,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L0__seed101__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L0__seed101__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,same_color_distractor,0,101,False,wrong_detection_selected,0.40087389405843443,the target object,the target object,False,,0.0,0.5097980499267578,True,2,2,45.83121207212395
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__same_color_distractor_L3__seed90__q-category.json,PickSingleYCB__crop_median_depth_query_aware__same_color_distractor_L3__seed90__q-category.json,ok,PickSingleYCB,crop_median_depth_query_aware,category,{target_category},metadata query-aware,crop_median_depth,same_color_distractor,3,90,False,wrong_detection_selected,0.19645273583637515,object,red target distractor,False,,,,False,2,2,18.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__partial_target_occlusion_L3__seed95__q-label_phrase.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__partial_target_occlusion_L3__seed95__q-label_phrase.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,partial_target_occlusion,3,95,False,wrong_detection_selected,0.45992040878427165,the target object,the target object,False,,0.0,0.3606492578983307,True,1,1,50.35871324805669
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L0__seed92__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L0__seed92__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_trimmed_median_depth,same_shape_distractor,0,92,True,success,0.039175690988716975,the target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L0__seed99__q-category.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L0__seed99__q-category.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,category,{target_category},metadata query-aware,crop_trimmed_median_depth,same_shape_distractor,0,99,True,success,0.07775467220785609,object,target-shaped distractor,False,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L0__seed103__q-object_label.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L0__seed103__q-object_label.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_trimmed_median_depth,partial_target_occlusion,0,103,True,success,0.05687323632367596,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_grounding_dino__same_shape_distractor_L0__seed103__q-object_label.json,PickClutterYCB__crop_median_depth_grounding_dino__same_shape_distractor_L0__seed103__q-object_label.json,ok,PickClutterYCB,crop_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_median_depth,same_shape_distractor,0,103,False,wrong_detection_selected,0.3018122602979125,target object,target object,False,,0.0023754472756193565,0.3690519332885742,True,2,2,49.489897959078476
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__depth_sparsity_L0__seed91__q-object_label.json,PickClutterYCB__crop_median_depth_query_aware__depth_sparsity_L0__seed91__q-object_label.json,ok,PickClutterYCB,crop_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_median_depth,depth_sparsity,0,91,False,target_error_too_large,0.10256726969298745,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L3__seed96__q-category.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L3__seed96__q-category.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,category,{target_category},metadata query-aware,crop_trimmed_median_depth,partial_target_occlusion,3,96,True,success,0.055137411505327076,object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_grounding_dino__depth_sparsity_L0__seed95__q-generic.json,PickClutterYCB__crop_median_depth_grounding_dino__depth_sparsity_L0__seed95__q-generic.json,ok,PickClutterYCB,crop_median_depth_grounding_dino,generic,target object,GroundingDINO,crop_median_depth,depth_sparsity,0,95,False,wrong_detection_selected,0.45992040878427165,target object,target object,False,,0.0,0.39856451749801636,True,1,1,50.35871324805669
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L3__seed98__q-generic.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L3__seed98__q-generic.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,generic,target object,GroundingDINO,crop_trimmed_median_depth,same_color_distractor,3,98,False,wrong_detection_selected,0.5099021729401408,target object,target object,False,,0.0,0.5717315673828125,True,2,2,52.11765535785354
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__same_shape_distractor_L3__seed96__q-category.json,PickSingleYCB__crop_median_depth_query_aware__same_shape_distractor_L3__seed96__q-category.json,ok,PickSingleYCB,crop_median_depth_query_aware,category,{target_category},metadata query-aware,crop_median_depth,same_shape_distractor,3,96,False,wrong_detection_selected,0.2538993910828743,object,target-shaped distractor,False,,,,False,2,2,19.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_grounding_dino__same_color_distractor_L0__seed95__q-generic.json,PickClutterYCB__crop_median_depth_grounding_dino__same_color_distractor_L0__seed95__q-generic.json,ok,PickClutterYCB,crop_median_depth_grounding_dino,generic,target object,GroundingDINO,crop_median_depth,same_color_distractor,0,95,False,wrong_detection_selected,0.45992040878427165,target object,target object,False,,0.0,0.39856451749801636,True,2,2,50.35871324805669
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__partial_target_occlusion_L3__seed95__q-generic.json,PickClutterYCB__crop_median_depth_query_aware__partial_target_occlusion_L3__seed95__q-generic.json,ok,PickClutterYCB,crop_median_depth_query_aware,generic,target object,metadata query-aware,crop_median_depth,partial_target_occlusion,3,95,True,success,0.07206267882473723,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L0__seed104__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L0__seed104__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_trimmed_median_depth,depth_sparsity,0,104,True,success,0.07936610915038346,the target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__same_color_distractor_L0__seed104__q-generic.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__same_color_distractor_L0__seed104__q-generic.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,generic,target object,metadata query-aware,crop_trimmed_median_depth,same_color_distractor,0,104,True,success,0.05303648886815148,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__partial_target_occlusion_L3__seed101__q-label_phrase.json,PickClutterYCB__crop_median_depth_query_aware__partial_target_occlusion_L3__seed101__q-label_phrase.json,ok,PickClutterYCB,crop_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_median_depth,partial_target_occlusion,3,101,False,target_error_too_large,0.08458874568155499,the target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_grounding_dino__depth_sparsity_L0__seed95__q-label_phrase.json,PickSingleYCB__crop_median_depth_grounding_dino__depth_sparsity_L0__seed95__q-label_phrase.json,ok,PickSingleYCB,crop_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_median_depth,depth_sparsity,0,95,False,wrong_detection_selected,0.4933314007675375,the target object,the target object,False,,0.0,0.605111837387085,True,1,1,52.773099207835045
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L0__seed92__q-generic.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L0__seed92__q-generic.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,generic,target object,metadata query-aware,crop_trimmed_median_depth,same_shape_distractor,0,92,True,success,0.03442729707913022,target object,target object,True,,,,False,2,2,0.0
